v1,v2,heading1,heading2,distance,alt1,alt2,alt_diff,heading_diff,speed_diff,collision_risk
24.3924555380981,28.2546925043603,125.89784114075388,13.242539433167755,2841.347090791894,357.9273962708538,217.16157463837092,140.7658216324829,112.65530170758615,-3.8622369662621985,0.3
33.69199228286415,45.357742555569565,339.78306273416473,282.5046315007676,1820.949341070341,154.74711355964655,314.49262906973763,-159.74551551009108,57.27843123339716,-11.665750272705417,0.3
26.810476243676685,35.37720437106732,270.38167380841907,18.886065300510225,3711.731814394072,130.54823363821498,67.7131445599199,62.835089078295084,-108.50439149209114,-8.566728127390636,0.3
39.8672350890034,22.233824455444708,274.681676828719,348.59192851079007,2090.6388657692514,165.56326659866522,69.24841759240714,96.31484900625809,-73.91025168207108,17.633410633558693,0.3
32.694117170316204,28.879957203506073,243.85337797787253,184.12234682282573,1566.0107620431738,405.1782812051484,43.17130686999582,362.00697433515256,59.73103115504679,3.8141599668101307,0.3
24.219890540279113,48.54273254304439,142.2534440526729,132.44254212102913,4242.970842461734,425.7236693453188,470.54878632401517,-44.82511697869637,9.81090193164377,-24.322842002765274,0.3
35.44422988137735,27.288078602657098,224.45431799865955,19.18975985025261,2663.5576473200804,453.39224572764186,434.153520553596,19.23872517404584,-154.73544185159307,8.156151278720255,0.3
36.03871553600868,24.645958446557987,29.774991271935146,229.8073103624381,3016.854227496833,161.7552654004847,328.9457249373356,-167.19045953685094,159.96768090949706,11.392757089450694,0.3
10.256481386784134,25.781020283941576,39.65440554160728,287.37178373076625,2908.4471177033465,345.9427488816105,412.9137210109894,-66.97097212937888,112.28262181084102,-15.524538897157441,0.3
43.14284960679523,19.879143862115928,305.656462072493,108.23129169576607,582.9703221838291,344.02625132774364,421.7750396434134,-77.74878831566974,-162.57482962327305,23.263705744679303,0.3
16.565254479187768,23.38161136150881,32.2807729240247,251.40914726676021,1143.3742427218544,421.7675962650335,117.96897206208018,303.7986242029533,140.87162565726447,-6.816356882321042,0.3
32.93607684819524,22.095935419985313,329.05531024608683,147.17748245807698,1534.8661288170083,44.99265971850852,316.81488012404975,-271.8222204055412,-178.12217221199012,10.840141428209929,0.2786417355840114
33.23388834547839,31.28055177707981,339.4673321006181,151.4169616285802,1000.8542846501555,224.50884393820414,371.2784706586391,-146.76962672043496,-171.9496295279621,1.95333656839858,0.3
48.78257243441905,6.023034173738097,5.695744033793795,100.41122344948873,4082.4651517543075,130.09269820266834,262.8135571590321,-132.72085895636374,-94.71547941569493,42.759538260680955,0.3
44.00869989621341,46.96095309517074,336.6340679988457,234.87960157840755,3563.207279547493,82.12151498798303,273.1740149846145,-191.05249999663144,101.75446642043812,-2.9522531989573295,0.3
41.26117198654924,35.03420726805155,255.60812114419969,274.82054952834017,1009.0418088280009,465.722619759934,216.23123797126163,249.49138178867236,-19.21242838414048,6.22696471849769,0.3
25.553415238576704,43.79011668332634,49.25743632114005,271.92247573623615,3852.26284511966,285.6080764946261,132.68568691939743,152.9223895752287,137.3349605849039,-18.236701444749635,0.3
33.585849268420304,47.85284563996398,271.6715955366358,196.2202902262467,2097.6426059055,393.98062538562954,202.81878942113812,191.16183596449142,75.45130531038907,-14.266996371543677,0.3
16.07449960533933,43.32500036599789,45.43044698153928,119.95443750655201,3975.090699078212,271.806319471138,256.4753011114042,15.331018359733832,-74.52399052501272,-27.250500760658557,0.3
11.225437308496874,46.364582987289005,4.921200464572006,333.55163103938264,3063.4215060821425,338.6393228184552,347.94182715453013,-9.302504336074946,31.369569425189354,-35.13914567879213,0.3
18.0280884057148,13.733751380947409,203.79884580809235,301.534249601279,4385.046977072201,0.6510706717426373,452.49339537376125,-451.84232470201863,-97.73540379318663,4.294337024767392,0.19060038644058974
26.45496831922191,27.107575953232526,261.8210243808807,294.1409578484962,1272.8095959160855,125.33717909375103,152.5758690115031,-27.23868991775207,-32.3199334676155,-0.6526076340106179,0.3
31.40177133721563,44.69192922740522,174.3974382879983,200.94991293378473,4266.592604124053,113.18810303921367,389.27561732813143,-276.08751428891776,-26.55247464578642,-13.290157890189587,0.3
28.174570100648253,16.368590311106423,64.44590632016249,324.77923876411677,913.6223993105921,150.39743174942245,240.9174827436574,-90.52005099423494,99.6666675560457,11.80597978954183,0.3
27.51054124380604,23.9758017834289,349.0185039758333,133.70516544605715,3949.5300886627847,325.205941356839,411.55374681772486,-86.34780546088587,-144.68666147022384,3.534739460377139,0.3
41.282796968385014,31.706512140323436,85.70088832292132,63.914152427120094,2237.3024199750093,313.5082168361531,245.66470807959055,67.84350875656256,21.78673589580123,9.576284828061578,0.3
30.16663054971792,38.58635398437111,292.96166007085657,307.35387069308587,2885.9919605145674,153.36254569547987,430.3812457695211,-277.01870007404125,-14.3922106222293,-8.41972343465319,0.3
48.16267908630282,20.270679381864557,134.83196209998877,46.81264971188725,4938.64917670982,35.81727672767132,162.25185084322052,-126.4345741155492,88.01931238810153,27.891999704438266,0.3
18.382014116666596,27.338943228685235,318.00489024214795,240.63756660594805,668.6173784749276,293.3852580625615,28.44488748490376,264.94037057765775,77.3673236361999,-8.956929112018639,0.3
27.273703361252522,10.152126650350102,158.4914113086706,278.1174663207774,4524.314655042312,104.77121817800223,488.98686141615957,-384.2156432381573,-119.6260550121068,17.12157671090242,0.18912126950190178
26.465338706845376,27.57503870378255,101.42367544897337,358.87182509906404,4960.1423658482,111.09574626513403,249.70227172868115,-138.60652546354714,102.55185034990933,-1.1096999969371737,0.3
26.135973617970645,14.365875146435716,60.73929351784146,5.30523766605234,2179.4225298764713,174.1974479823462,327.1231079110201,-152.9256599286739,55.43405585178911,11.77009847153493,0.3
8.589285022636748,31.445684444681557,344.0628063043551,7.0854685974673615,3009.9441828898703,460.23707505860284,91.5758354491536,368.66123960944924,-23.022662293112262,-22.85639942204481,0.3
21.646687711347553,22.95259656606764,214.6884206805158,50.95284329531604,1524.2893282711061,221.9713300944171,237.7799877723038,-15.808657677886686,163.73557738519975,-1.3059088547200872,0.3
49.77947266672911,41.70852904792852,87.90304153559586,63.524597904400565,4419.280996834132,65.39190780878506,102.98801400392921,-37.596106195144145,24.378443631195296,8.070943618800591,0.3
